"target"	"var1"	"var2"	"var3"	"var4"	"var5"	"var6"	"var7"	"var8"	"var9"	"var10"	"var11"	"var12"	"var13"	"var14"	"var15"	"var16"	"var17"	"var18"	"var19"	"var20"	"var21"	"var22"
0	163	77	0	0	0	0	0	0	0	0	0	0	2	3	1	0	20150	0	0	66.6666641235352	0	0
0	90	60	0	0	0	61066	-0.676955580711365	1	-0.0677018463611603	1155995	448	1106959.375	0.333333343267441	1	1	0	228100	83034.265625	449.220001220703	0	6218.4033203125	16.8333339691162
0	149	64	0	0	0	0	0	1	-0.0233802087605	17372	0	13811	2.83333325386047	4	1	0	73000	51561.85546875	11255.08203125	0	11816.5068359375	9.33333301544189
0	124	68	0	0	0	1181.16662597656	0.152554750442505	1	-0.887640476226807	209	94	58	0	3	3	0	1300	0	0	0	160	1.33333337306976
0	26	68	0	0	0	0	0	1	2.09159755706787	27196	0	23077	3	4	1	0	39000	0	0	19508.49609375	0	0
0	99	65	0	0	0	0	0	1	-0.897826910018921	103540	1740	28897.666015625	3	4	3	0	55300	0	0	0	2340.38671875	12
0	158	58	0	0	0	7274.33349609375	0.060264315456152	1	-0.148759678006172	14806	11299.5	12607.6669921875	3.66666674613953	5	1	0	30000	10652.8994140625	6738.06005859375	19297.97265625	1559.22009277344	2.40000009536743
0	2	60	20382.333984375	0	0	0	0	1	0.00143266480881721	699	698.333312988281	698.666687011719	1	2	1	0	3200	323.470001220703	2917.06005859375	0	46	1.33333337306976
1	28	65	0	0	0	0	0	1	0	27	0	27	3	5	1	0	2000	0	0	0	0	0
0	128	69	0	0	0	8667.1669921875	-0.342383950948715	0	0	0	0	0	4.66666650772095	5	1	0	0	0	0	0	0	0
0	59	56	0	0	0	0	0	1	0.144754007458687	13332	0	10132.6669921875	0	1	0	-1	0	0	0	0	0	0
0	160	70	0	0	0	1000.5	0.035108957439661	0.833333313465118	1.9375	235	75.8333358764648	80.6666641235352	2.5	2	3	0	0	0	0	0	0	0
0	118	58	15857	1	2191	0	0	1	10.743091583252	15724	867.333312988281	6254	2	5	1	0	0	0	0	0	463.689971923828	2.25
0	49	56	0	0	0	0	0	1	-0.173618942499161	12418	7947.5	8711	1.66666662693024	2	0	0	700	700	0	0	0	0
1	159	62	20765	1	1496	0	0	1	-0.870370388031006	54	38.3333320617676	22.6666660308838	2.5	4	3	0	0	0	0	0	0	0
0	142	69	0	0	0	1584.66662597656	-0.372265636920929	1	10.0068492889404	1646	747.166687011719	1131.33337402344	3.16666674613953	4	1	0	0	0	0	0	0	0
0	111	59	54171.66796875	1	655	12752.5	0.00482824118807912	1	1.92965912818909	21741	2594.16674804688	14073.3330078125	2	3	1	0	23400	0	0	647.044982910156	185.779998779297	2.66666674613953
0	2	58	63058	1	966	1089.16662597656	0.107476636767387	1	-0.544059097766876	8145	377.166656494141	1979.66662597656	4.16666650772095	6	1	0	33000	29396.22265625	3788.4541015625	3344.65356445312	880.940002441406	2.40000009536743
0	86	58	0	0	0	11142.1669921875	0.14567032456398	1	-0.0247490853071213	52837	4638.16650390625	49055.33203125	1	2	3	0	0	0	0	0	0	0
0	17	64	5711.66650390625	1	424.5	0	0	1	-0.777250230312347	14743	10589.8330078125	7369	3	5	1	0	41000	39158.3515625	1564.35998535156	0	1445.98327636719	4
0	108	63	78286	1	2460	11796.3330078125	-0.00263606756925583	1	0.135189443826675	6072	0	4367	2.5	4	1	0	60000	42848.3359375	21039.7265625	0	3596.2333984375	22
0	11	51	2685	1	206	0	0	1	-0.899328887462616	149	126.666664123535	104.333335876465	2	3	1.66666662693024	0	5000	567.396667480469	4772.14013671875	3022.77172851562	116.099998474121	1.33333337306976
0	104	69	0	0	0	5484.5	0.00493511231616139	1	-0.0340789258480072	741602	3112.5	713791.6875	3	4	1	0	62000	0	0	0	3776.99340820312	18
1	107	57	72308	0	0	239.75	0.602649033069611	0.833333313465118	0.00671140942722559	161	119	134.66667175293	1	3	3	0	0	0	0	0	0	0
0	86	69	0	0	0	0	0	1	-0.0281690135598183	1136	1122.66662597656	1114	1	3	1	0	13200	0	0	0	0	0
0	74	62	0	0	0	14621.5	0.00683850608766079	1	-0.1875	21987	16046.5	17024.666015625	3	6	3	0	0	0	0	0	0	0
0	52	69	45694.33203125	0	0	0	0	1	0.572119116783142	19222	13200.5	13805.3330078125	2	3	1	0	12000	8627.736328125	3541.60009765625	2754.23510742188	2164.23657226562	5.5
0	33	53	0	0	0	0	0	1	0.400159925222397	12257	10265.6669921875	11448	2	3	1	0	3800	3794.82666015625	17.6459999084473	0	17.5	1
0	162	52	54788.33203125	1	1068	0	0	1	-0.875188589096069	33444	5906.33349609375	5833.33349609375	0	1	1	0	5000	0	0	0	298.774993896484	4
0	5	48	0	0	0	1075	0	1	1.00448429584503	894	713	874.333312988281	0	0	0	0	0	0	0	0	0	0
0	113	50	0	0	0	15491.5	0.0132783884182572	1	-0.0880584567785263	15441	13354.5	13239.3330078125	3	4	1	0	0	0	0	0	0	0
0	135	62	0	0	0	514.833312988281	-0.0666666701436043	1	0.0851063802838326	256	145	154.33332824707	0	1	3	0	0	0	0	0	0	0
0	149	58	115546	0	0	7744.16650390625	0.282674044370651	1	2.56245684623718	10449	5225.83349609375	6827	4	5	1	0	33100	5325.34033203125	33005.1484375	16432.52734375	0	0
0	156	67	0	0	0	3476.83325195312	-0.396511316299438	1	1.54505491256714	3737	0	1883.66662597656	3	5	1	0	5240	0	0	2486.65502929688	0	0
0	79	55	0	0	0	0	0	1	-0.93101042509079	14471	3378.66674804688	969.333312988281	0	0	0	0	0	0	0	0	0	0
1	8	61	19607	0	0	0	0	1	-0.954545438289642	330	112.166664123535	15	3.5	6	1	0	0	0	0	0	0	0
0	108	57	0	0	0	8460.3330078125	-0.704244494438171	1	-0.414999127388	34682	10662.6669921875	20493.666015625	3.33333325386047	5	1	0	17680	0	0	0	0	0
0	148	47	0	0	0	7717.16650390625	0.0694151520729065	1	-0.15188792347908	12827	1833.83337402344	10940	2	3	1	0	12000	3104.11328125	8717.16015625	9287.7333984375	0	0
1	95	61	0	0	0	0	0	1	-0.0629962012171745	5892	0	5422.33349609375	1	6	3	-1	0	0	0	61.8033332824707	241.390014648438	3.5
0	4	61	0	0	0	0	0	1	-0.0866935476660728	1371	471.833343505859	690.333312988281	0.400000005960464	1	1	0	0	0	0	0	0	0
0	6	62	0	0	0	0	0	1	0.000315059849526733	3186	0	3178.66674804688	5.16666650772095	7	1	0	44000	36988.4453125	8024.005859375	5954.07666015625	803.893310546875	4.66666650772095
0	94	58	26616	1	695	6981.33349609375	3.76640820503235	1	-0.418950945138931	13498	4222.66650390625	2971.33325195312	3.83333325386047	6	1	0	0	0	0	0	0	0
0	58	59	0	0	0	6306.66650390625	-0.60754269361496	1	-0.30399426817894	12543	6522.33349609375	4310	4	6	1	0	0	0	0	0	0	0
0	107	55	0	0	0	0	0	1	0	51	51	51	2	4	3	0	6000	0	0	9.83833312988281	1748.92663574219	17.8333339691162
0	20	63	0	0	0	0	0	1	0	389	389	389	3	6	1	0	10950	2805.35009765625	7907.89990234375	8426.830078125	49.5	1.5
0	0	54	0	0	0	1648.16662597656	-0.377920299768448	1	-0.985193610191345	2634	1269.66662597656	405	1.5	3	1	0	0	0	0	0	0	0
0	94	60	0	0	0	8662	2.73961305618286	1	-0.827586233615875	811	150.16667175293	20	0	3	3	0	9000	0	0	0	27	1
0	155	69	101248.6640625	0	0	10090.8330078125	0.180440336465836	1	0.331227153539658	77954	60457.33203125	74346.6640625	0	2	1	0	56000	42000	0	0	826.973327636719	5.33333349227905
0	156	78	0	0	0	0	0	1	0.117313914000988	1652	298.5	1525.33337402344	1.83333337306976	3	1	0	700	700	0	0	0	0
0	85	62	0	0	0	4336.5	1.17020380496979	1	0.208109572529793	49042	42699.5	43785.33203125	3.5	5	1	0	3640	3640	0	0	0	0
0	155	55	0	0	0	6334	0.335958659648895	1	0.452658891677856	4480	1911.16662597656	2062	2	3	1	0	10150	10150	0	0	0	0
0	162	78	0	0	0	0	0	1	-0.00108701561111957	18399	388.666656494141	18383	0	0	0	0	0	0	0	0	0	0
0	2	61	0	0	0	11911.8330078125	-0.374733000993729	1	-0.895978569984436	5791	2631.16674804688	2089.66674804688	1	4	1	0	51100	32548.142578125	20106.583984375	35.8333320617676	3283.80346679688	26.6666660308838
0	47	61	145638.671875	0	0	8493.5	1.10127055644989	1	0.684760749340057	4190	2910.5	3904.66674804688	1	3	1	0	0	0	0	0	0	0
0	51	54	0	0	0	5901.33349609375	0.110169492661953	1	-0.0319731384515762	16105	13158.5	11646.3330078125	0	2	1	0	2100	0	0	0	0	0
0	94	62	0	0	0	0	0	1	0.621165096759796	9406	0	9405.6669921875	2	3	1	0	50000	49384.09765625	351.339996337891	0	481.716674804688	7.83333349227905
0	138	56	99668.3359375	0	0	7404.66650390625	-0.0255731921643019	1	1.09649920463562	6887	3550.5	4454.33349609375	1	2	1	0	8900	0	0	0	700.719970703125	1.5
0	66	55	0	0	0	2260.16674804688	-0.075581394135952	1	18.5	165	57.5	108.666664123535	0	2	3	9999999	1200	0	0	33.0379981994629	0	3
0	172	73	0	0	0	0	0	1	-0.0136066135019064	5806	5766.33349609375	5742.66650390625	0	0	0	0	0	0	0	0	0	0
0	106	62	0	0	0	10600	9999999	1	99.2888488769531	109716	21089	39264	3	4	1	0	60000	18000.9296875	48597.328125	3364.41333007812	5094.75537109375	2.5
0	156	52	0	0	0	6584	0	1	0.101433217525482	46725	43992.83203125	45050	0	0	0	0	0	0	0	0	0	0
0	108	64	0	0	0	6238.33349609375	-0.524360299110413	1	-0.21675431728363	9173	4987.16650390625	2439.66674804688	3	5	1.33333337306976	0	0	0	0	0	0	0
0	159	58	152440.328125	0	0	8402.8330078125	0.297922223806381	1	0.180064797401428	61184	52633.83203125	55173.33203125	3	5	1	0	85600	10000	0	0	7108.8935546875	20
0	158	64	0	0	0	0	0	1	-0.959118187427521	12157	5372.16650390625	910.333312988281	2	2	1	0	0	0	0	0	0	0
0	162	56	0	0	0	2217	-1	0.666666686534882	-1	1489	0	494.333343505859	2.16666674613953	3	0	0	0	0	0	0	0	0
0	101	59	0	0	0	0	0	1	-0.227882042527199	746	661.166687011719	610.333312988281	0	1	3	0	0	0	0	0	0	0
0	121	61	0	0	0	0	0	1	-2.8031619876856e-05	35730	0	35692	0	1	1	0	32640	31915.142578125	639.580017089844	0	466.666687011719	2.66666674613953
0	37	55	0	0	0	2004.16662597656	-0.0102409636601806	1	-0.523023188114166	3882	2216.33325195312	1432	0	1	1	0	0	0	0	0	0	0
0	26	61	153605	1	365	6611	0.408931165933609	1	-0.276105046272278	12000	4375.5	5673.66650390625	0	1	1	0	0	0	0	0	0	0
0	151	66	15767.6669921875	1	1030	9540.6669921875	0.905939042568207	0.833333313465118	9999999	8303	2622.33325195312	5052.66650390625	2	3	2	0	20000	20000	0	0	0	0
0	0	61	0	0	0	2540.16674804688	0.000757193309254944	1	-0.471672654151917	2575	1725.83337402344	1489.66662597656	0.666666686534882	2	1	0	0	0	0	0	0	0
0	114	60	0	0	0	4768.5	0.036786787211895	1	0.0906965434551239	25682	18855.833984375	23211.333984375	4	6	2	0	32000	0	0	0	1854.88000488281	2.5
0	163	50	0	0	0	3925.83325195312	0.133268475532532	1	1.2725225687027	1042	654.166687011719	667	2.33333325386047	5	1	0	0	0	0	0	0	0
0	3	61	0	0	0	6703.83349609375	0.702544867992401	1	0.156131863594055	15291	13135.1669921875	13653.6669921875	3	5	1	0	28400	28400	0	0	0	0
0	152	56	0	0	0	5773.16650390625	0.030624745413661	1	0.175407543778419	52169	33954.83203125	49631.66796875	2.66666674613953	4	2.33333325386047	0	9800	4429.0869140625	4193.77001953125	0	221.349990844727	2
0	161	52	0	0	0	5916.83349609375	-0.62650603055954	1	-0.292593836784363	3011	1264.33337402344	1464.66662597656	1	1	1	9999999	5000	5000	0	0	0	0
0	0	62	0	0	0	5535	0.325915634632111	1	0.305513590574265	3504	2800.5	3149	1.33333337306976	2	3	-1	0	0	0	0	0	0
0	112	52	0	0	0	8901.1669921875	-0.488688588142395	1	-0.154344812035561	16948	5801.5	13142	3.16666674613953	5	1	0	11500	11500	0	0	0	0
0	102	55	0	0	0	5923.83349609375	-0.43908479809761	1	102	309	137.66667175293	202.66667175293	1	2	1	0	0	0	0	0	0	0
0	151	61	0	0	0	6507.16650390625	0.0347399041056633	1	-0.595523715019226	9919	5490.83349609375	3851.66674804688	1.66666662693024	2	1	0	14950	9448.5166015625	0	2035.67333984375	389.563323974609	2
0	108	51	0	0	0	5938	0.18504036962986	1	-0.153656736016273	35332	24327.666015625	29437.333984375	1	1	1	0	0	0	0	0	0	0
0	19	61	30790.666015625	0	0	4944	0.0454646274447441	1	-0.238591119647026	3265	2541.33325195312	2531.66674804688	3	4	1	0	6000	0	0	166.66667175293	29	1
0	146	65	0	0	0	6344	0.394954442977905	1	1.27296936511993	5121	3530.16674804688	4190.66650390625	5	6	3	0	0	0	0	0	0	0
0	22	58	8355.3330078125	1	388	8739.1669921875	-0.513340592384338	1	0.218446254730225	36837	13922.6669921875	32533.666015625	4	5	1.66666662693024	0	40000	33631.9921875	8759.9697265625	0	3248.85986328125	8.5
0	93	58	49254.33203125	0	0	5876.16650390625	0.520845592021942	1	-0.16896279156208	6745	749.666687011719	6195	0	2	3	0	0	0	0	0	0	0
0	152	62	25008.333984375	0	0	6664.66650390625	0.525770902633667	0.16666667163372	0	286	47.6666679382324	0	0	4	3	0	300	231.786666870117	204.639999389648	0	151.645004272461	5
0	95	65	0	0	0	6189	0.034271489828825	1	-0.419497579336166	11161	6457.83349609375	6800.66650390625	3.83333325386047	6	1	0	42000	28059.142578125	405.600006103516	0	569.029968261719	1.33333337306976
0	110	54	9188.3330078125	1	2370	7082	-0.215210363268852	1	-0.212328761816025	1152	370.666656494141	460	3.33333325386047	4	1	0	9000	0	0	0	0	0
0	45	54	4344.66650390625	1	901	6543.5	0.0865126848220825	1	-0.173156589269638	1207	825	784.666687011719	2	4	2.66666674613953	0	5500	0	0	0	0	0
0	6	59	0	0	0	965.200012207031	9999999	1	0.0404915697872639	6717	383.666656494141	6311.33349609375	4	5	1.66666662693024	9999999	22000	11000	0	0	0	0
0	2	63	0	0	0	3141.5	-0.411278903484344	1	0.0295057650655508	36576	28813.833984375	35881	3	6	1	0	0	0	0	0	0	0
0	164	60	0	0	0	4713.16650390625	0.0758009925484657	1	0.698396563529968	8368	4318.5	4420.33349609375	2.33333325386047	5	1	0	0	0	0	0	0	0
0	159	54	0	0	0	0	0	1	-0.287500530481339	23433	1136.66662597656	17008	5	6	1	0	9500	0	0	0	240.753326416016	2.83333325386047
0	147	66	0	0	0	3453.5	0.464943021535873	1	83.4444427490234	760	184	313.666656494141	3	6	1.33333337306976	-1	0	0	0	340	0	0
0	134	70	43901.33203125	0	0	6536.66650390625	-0.0010647737653926	0	0	0	0	0	1	2	1	0	15100	10100	0	0	0	1
1	0	56	0	0	0	0	0	1	-0.651270627975464	26522	15493.8330078125	10390.6669921875	5	7	1.33333337306976	0	6760	6760	0	0	0	0
0	27	64	0	0	0	0	0	0.5	-0.976992309093475	2999	543.5	23	3.5	7	3	0	16750	0	0	13048.0634765625	90.7999954223633	1.5
0	109	66	10414	1	870	8594.6669921875	0.0640109926462173	1	-0.992683231830597	7517	2820.66674804688	573.333312988281	2	4	3	0	20000	9233.86328125	10266.0400390625	0	0	0
0	100	53	0	0	0	4187	-0.202585637569427	1	-0.119628049433231	3979	2567.16674804688	3053	2	3	2	0	26400	0	0	8137.876953125	64.1366653442383	1.83333337306976
0	104	69	0	0	0	0	0	1	-0.655756711959839	112468	65512.33203125	37293	1	1	1	0	0	0	0	0	0	0
0	105	55	50729.66796875	2	1822	6347.83349609375	-0.0994842201471329	1	0.537057042121887	12796	5762.16650390625	7471	0.833333313465118	3	1	0	0	0	0	0	0	0
0	95	58	62415.66796875	1	1640	5969.33349609375	-0.0811990723013878	1	-0.112829841673374	4396	2780.5	2220.33325195312	2.83333325386047	4	1	0	12960	5776.36669921875	7609.83984375	0	899	3
0	161	57	0	0	0	6069.5	0.865073919296265	1	-0.871338665485382	126394	44206.33203125	10765	0	0	0	0	0	0	0	0	0	0
